epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
154,5566.52,0.63191,0.44005,1.15456,0.03245,0.98488,0.98079,0.98868,0.84736,0.61011,0.38453,1.24858,0.02296,0.004951,0.004951,0.004951
155,5601.81,0.64288,0.45107,1.15938,0.03372,0.98207,0.98354,0.98602,0.84894,0.61843,0.3881,1.24675,0.01944,0.004918,0.004918,0.004918
156,5637.17,0.62799,0.4384,1.15518,0.03382,0.98244,0.97803,0.98472,0.84746,0.61366,0.39784,1.24586,0.02128,0.004885,0.004885,0.004885
157,5672.36,0.63141,0.44915,1.15215,0.03544,0.9862,0.97443,0.98549,0.84542,0.60103,0.3944,1.22372,0.01989,0.004852,0.004852,0.004852
158,5707.14,0.63888,0.44588,1.15414,0.03286,0.98274,0.97893,0.98565,0.8589,0.60336,0.39042,1.2135,0.01548,0.004819,0.004819,0.004819
159,5742.6,0.64972,0.44628,1.17181,0.03643,0.97816,0.9771,0.98498,0.85007,0.6126,0.39399,1.23162,0.0182,0.004786,0.004786,0.004786
160,5778.14,0.63387,0.4469,1.16567,0.03425,0.97133,0.98042,0.98783,0.86044,0.59465,0.37851,1.22016,0.01841,0.004753,0.004753,0.004753
161,5813.93,0.64274,0.45489,1.16827,0.04043,0.97315,0.97422,0.98612,0.84273,0.62346,0.39435,1.26416,0.017,0.00472,0.00472,0.00472
162,5849.8,0.63145,0.44133,1.15657,0.03569,0.95594,0.97282,0.98668,0.8429,0.63062,0.40394,1.25969,0.01724,0.004687,0.004687,0.004687
163,5885.18,0.62507,0.43567,1.15683,0.03313,0.96627,0.96635,0.98334,0.85361,0.60902,0.40258,1.20194,0.01785,0.004654,0.004654,0.004654
164,5920.55,0.6527,0.44791,1.176,0.03523,0.9715,0.97711,0.9812,0.84591,0.61655,0.40587,1.21189,0.02096,0.004621,0.004621,0.004621
165,5955.62,0.62248,0.43186,1.14183,0.0331,0.98825,0.96502,0.98371,0.85539,0.61408,0.38963,1.22531,0.01823,0.004588,0.004588,0.004588
166,5990.87,0.6172,0.43397,1.13626,0.03054,0.97933,0.97089,0.98626,0.84743,0.61977,0.39441,1.23829,0.01789,0.004555,0.004555,0.004555
167,6026.39,0.62089,0.43475,1.14266,0.03457,0.96861,0.97574,0.98418,0.85621,0.6105,0.39683,1.21715,0.01754,0.004522,0.004522,0.004522
168,6061.64,0.62308,0.44302,1.15559,0.03378,0.97149,0.97859,0.98593,0.84942,0.61354,0.38632,1.21687,0.01539,0.004489,0.004489,0.004489
169,6096.85,0.62094,0.4387,1.15625,0.0362,0.9691,0.96791,0.98728,0.84402,0.6239,0.3966,1.23807,0.01635,0.004456,0.004456,0.004456
170,6132.59,0.61141,0.42675,1.14243,0.02984,0.97025,0.96593,0.98466,0.85023,0.60437,0.37848,1.22649,0.01704,0.004423,0.004423,0.004423
171,6167.83,0.61638,0.43414,1.15873,0.03358,0.98087,0.97262,0.98494,0.8557,0.59721,0.37611,1.22946,0.01919,0.00439,0.00439,0.00439
172,6203.16,0.64259,0.45048,1.16769,0.03413,0.93801,0.97694,0.98296,0.85125,0.59732,0.40658,1.20561,0.01698,0.004357,0.004357,0.004357
173,6238.61,0.62987,0.43958,1.14631,0.03463,0.96758,0.97578,0.98246,0.84308,0.61237,0.39299,1.21471,0.01699,0.004324,0.004324,0.004324
174,6273.67,0.61956,0.42972,1.14691,0.03407,0.9667,0.9783,0.98486,0.84656,0.60213,0.3868,1.23396,0.01998,0.004291,0.004291,0.004291
175,6309.32,0.61715,0.43287,1.16062,0.03645,0.97159,0.97379,0.98546,0.85682,0.60161,0.38841,1.22319,0.01849,0.004258,0.004258,0.004258
176,6344.58,0.62157,0.42595,1.14162,0.03072,0.97547,0.96936,0.98479,0.85781,0.58613,0.3802,1.20917,0.01938,0.004225,0.004225,0.004225
177,6380.33,0.62411,0.43774,1.14403,0.033,0.96681,0.9794,0.98638,0.85168,0.58653,0.36615,1.21696,0.01932,0.004192,0.004192,0.004192
178,6415.76,0.61921,0.4234,1.14723,0.03629,0.97357,0.97602,0.98466,0.85211,0.59508,0.3822,1.22341,0.0181,0.004159,0.004159,0.004159
179,6451.18,0.59339,0.41731,1.12969,0.03248,0.98056,0.97001,0.98491,0.84514,0.58604,0.38471,1.21072,0.02021,0.004126,0.004126,0.004126
180,6486.35,0.61412,0.42587,1.14418,0.03159,0.98241,0.96292,0.98526,0.85318,0.60248,0.37816,1.24174,0.02085,0.004093,0.004093,0.004093
181,6521.78,0.5964,0.41707,1.13728,0.03108,0.98257,0.97055,0.98388,0.85988,0.5919,0.36953,1.207,0.01857,0.00406,0.00406,0.00406
182,6556.8,0.60313,0.4209,1.13906,0.03245,0.97344,0.9705,0.98273,0.85435,0.59559,0.37855,1.19694,0.01713,0.004027,0.004027,0.004027
183,6592.33,0.6169,0.43324,1.15083,0.03322,0.97751,0.96935,0.98965,0.85293,0.59116,0.36209,1.20976,0.02011,0.003994,0.003994,0.003994
184,6628.1,0.63399,0.44192,1.18117,0.03691,0.97885,0.97169,0.98774,0.85983,0.60445,0.38222,1.2,0.01873,0.003961,0.003961,0.003961
185,6663.32,0.60433,0.41492,1.12892,0.03227,0.98114,0.9753,0.98909,0.85469,0.59349,0.37186,1.23388,0.01978,0.003928,0.003928,0.003928
186,6698.82,0.60908,0.41927,1.1408,0.03129,0.97521,0.96359,0.9888,0.86009,0.59698,0.37752,1.20592,0.01882,0.003895,0.003895,0.003895
187,6734.95,0.61417,0.42476,1.13098,0.03229,0.97963,0.97553,0.98665,0.85289,0.60458,0.37091,1.22386,0.01569,0.003862,0.003862,0.003862
188,6770.01,0.60927,0.43068,1.14004,0.03321,0.97766,0.97233,0.98342,0.85939,0.59263,0.37645,1.1977,0.01709,0.003829,0.003829,0.003829
189,6805.13,0.5961,0.42478,1.13159,0.03185,0.97995,0.97671,0.98936,0.86698,0.5947,0.36902,1.19542,0.01685,0.003796,0.003796,0.003796
190,6840.91,0.60057,0.42387,1.13239,0.02917,0.98216,0.97568,0.98819,0.86053,0.58148,0.36441,1.17813,0.01694,0.003763,0.003763,0.003763
191,6876.32,0.60218,0.4142,1.12007,0.02924,0.9709,0.97351,0.98684,0.85368,0.58543,0.37252,1.20303,0.02109,0.00373,0.00373,0.00373
192,6911.51,0.59955,0.42484,1.13689,0.03292,0.97767,0.97525,0.98863,0.86426,0.58347,0.35768,1.19467,0.02153,0.003697,0.003697,0.003697
193,6946.78,0.60457,0.42352,1.14022,0.03139,0.97333,0.98238,0.98843,0.86384,0.58697,0.35732,1.19271,0.0202,0.003664,0.003664,0.003664
194,6982.36,0.6017,0.42596,1.15173,0.03304,0.98387,0.97952,0.98694,0.86069,0.58895,0.36216,1.18907,0.01624,0.003631,0.003631,0.003631
195,7017.96,0.59655,0.41608,1.14121,0.03067,0.98289,0.9771,0.98758,0.85872,0.58602,0.37571,1.19024,0.01663,0.003598,0.003598,0.003598
196,7053.11,0.58679,0.41373,1.11438,0.03222,0.98543,0.98405,0.98389,0.85504,0.57154,0.35992,1.18334,0.01905,0.003565,0.003565,0.003565
197,7088.83,0.61126,0.42001,1.13469,0.03088,0.97461,0.98021,0.98832,0.85949,0.58264,0.36444,1.20676,0.0199,0.003532,0.003532,0.003532
198,7123.99,0.59321,0.41173,1.11169,0.02885,0.97619,0.977,0.98704,0.86788,0.57646,0.36498,1.20065,0.0178,0.003499,0.003499,0.003499
199,7159.22,0.57194,0.39603,1.10785,0.02732,0.97246,0.97554,0.98495,0.85646,0.57109,0.3685,1.18354,0.01822,0.003466,0.003466,0.003466
200,7194.57,0.57934,0.40572,1.10795,0.03005,0.99288,0.9689,0.98274,0.84994,0.59541,0.38144,1.20845,0.01849,0.003433,0.003433,0.003433
201,7230.19,0.58464,0.41154,1.12035,0.0275,0.98987,0.96726,0.98192,0.85217,0.59143,0.37569,1.22781,0.017,0.0034,0.0034,0.0034
202,7265.44,0.58196,0.40818,1.10449,0.02961,0.99126,0.96719,0.98128,0.85817,0.57871,0.36603,1.21287,0.01611,0.003367,0.003367,0.003367
203,7300.92,0.58493,0.41361,1.11813,0.0299,0.98698,0.97604,0.98403,0.85433,0.58746,0.37662,1.2145,0.01776,0.003334,0.003334,0.003334
204,7336.36,0.58209,0.40839,1.12077,0.02805,0.97771,0.9704,0.98419,0.84919,0.59902,0.37694,1.22271,0.01675,0.003301,0.003301,0.003301
205,7371.94,0.59019,0.40916,1.12842,0.03223,0.97631,0.97813,0.9821,0.8486,0.601,0.37322,1.20701,0.01827,0.003268,0.003268,0.003268
206,7406.99,0.587,0.40606,1.12107,0.02802,0.97957,0.96652,0.98192,0.85163,0.58902,0.3747,1.20464,0.01743,0.003235,0.003235,0.003235
207,7442.36,0.59271,0.41905,1.135,0.03136,0.97811,0.9784,0.98373,0.86122,0.57191,0.37425,1.19358,0.01519,0.003202,0.003202,0.003202
208,7477.16,0.58435,0.41135,1.11954,0.02968,0.98687,0.97234,0.97994,0.85549,0.57973,0.37692,1.19004,0.01725,0.003169,0.003169,0.003169
209,7512.35,0.58444,0.41305,1.11319,0.02877,0.9745,0.97714,0.98401,0.8585,0.58307,0.37253,1.21949,0.01796,0.003136,0.003136,0.003136
210,7547.89,0.58145,0.40435,1.12689,0.03182,0.98406,0.96861,0.98303,0.8608,0.58245,0.37162,1.21521,0.01608,0.003103,0.003103,0.003103
211,7583.65,0.57634,0.40378,1.11949,0.03037,0.98336,0.97144,0.98331,0.86349,0.57255,0.36315,1.22472,0.01889,0.00307,0.00307,0.00307
212,7619.06,0.56965,0.39741,1.10224,0.03066,0.97854,0.97803,0.98349,0.86477,0.58089,0.36036,1.23716,0.02001,0.003037,0.003037,0.003037
213,7654.13,0.56752,0.40454,1.1077,0.03219,0.97637,0.97889,0.98588,0.86309,0.58375,0.37247,1.23554,0.01604,0.003004,0.003004,0.003004
214,7689.64,0.57084,0.40067,1.10782,0.02917,0.98725,0.96706,0.98345,0.86522,0.5728,0.36627,1.21399,0.01964,0.002971,0.002971,0.002971
215,7724.94,0.589,0.41107,1.13217,0.03124,0.96988,0.97722,0.98106,0.85581,0.5741,0.36592,1.22423,0.01781,0.002938,0.002938,0.002938
216,7760.28,0.57422,0.39917,1.11031,0.03301,0.98157,0.98188,0.98229,0.85967,0.5837,0.36787,1.21295,0.01657,0.002905,0.002905,0.002905
217,7795.43,0.57786,0.40462,1.12097,0.03024,0.9838,0.98148,0.98501,0.85857,0.57886,0.36125,1.21929,0.01614,0.002872,0.002872,0.002872
218,7831.26,0.55226,0.39164,1.08994,0.02596,0.98208,0.98009,0.98561,0.84986,0.58442,0.36764,1.21803,0.01706,0.002839,0.002839,0.002839
219,7867.14,0.57257,0.40199,1.11383,0.03193,0.99248,0.98003,0.9853,0.85662,0.57641,0.35539,1.19979,0.01581,0.002806,0.002806,0.002806
220,7902.79,0.57744,0.40194,1.11301,0.0286,0.99008,0.97345,0.98381,0.86491,0.57975,0.35856,1.20419,0.01504,0.002773,0.002773,0.002773
221,7938.53,0.57687,0.39958,1.10927,0.03041,0.99343,0.97228,0.98323,0.86118,0.57886,0.36053,1.21322,0.01586,0.00274,0.00274,0.00274
222,7973.73,0.57371,0.39818,1.09791,0.02788,0.9876,0.97818,0.98521,0.86418,0.58347,0.36718,1.21989,0.01524,0.002707,0.002707,0.002707
223,8008.42,0.56636,0.39488,1.10201,0.03064,0.98512,0.97466,0.98449,0.86065,0.57159,0.36677,1.20226,0.01689,0.002674,0.002674,0.002674
224,8043.9,0.5738,0.39743,1.09887,0.03126,0.98145,0.97278,0.9858,0.86683,0.55956,0.35965,1.20025,0.01554,0.002641,0.002641,0.002641
225,8079.13,0.56063,0.39253,1.10086,0.0269,0.9816,0.97941,0.98562,0.86244,0.58151,0.36296,1.23076,0.01769,0.002608,0.002608,0.002608
226,8114.26,0.56814,0.40422,1.09431,0.02649,0.98597,0.9771,0.98375,0.85223,0.59051,0.37116,1.23186,0.01856,0.002575,0.002575,0.002575
227,8149.45,0.57035,0.40451,1.11408,0.03113,0.98651,0.97704,0.98515,0.86479,0.57391,0.35497,1.20063,0.01523,0.002542,0.002542,0.002542
228,8185.98,0.58613,0.39941,1.12762,0.03143,0.9825,0.97654,0.98325,0.85782,0.58091,0.36258,1.19362,0.01566,0.002509,0.002509,0.002509
229,8222.75,0.56238,0.39405,1.09529,0.0287,0.99088,0.97362,0.9841,0.85826,0.57228,0.35701,1.21063,0.01391,0.002476,0.002476,0.002476
230,8259.43,0.56325,0.39137,1.09802,0.02687,0.98227,0.97382,0.98355,0.86257,0.57293,0.36258,1.21231,0.01689,0.002443,0.002443,0.002443
231,8294.42,0.57132,0.39158,1.10674,0.03147,0.98019,0.96852,0.9851,0.86463,0.57574,0.37003,1.21486,0.01737,0.00241,0.00241,0.00241
232,8329.49,0.55698,0.38596,1.10003,0.02883,0.98294,0.96094,0.98289,0.85465,0.58271,0.36595,1.22481,0.01465,0.002377,0.002377,0.002377
233,8364.75,0.5605,0.39174,1.0983,0.02814,0.98804,0.97379,0.98132,0.86358,0.56959,0.36498,1.18629,0.01524,0.002344,0.002344,0.002344
234,8400.65,0.55157,0.38905,1.09335,0.02942,0.98321,0.97456,0.98508,0.8629,0.57062,0.34982,1.19956,0.01423,0.002311,0.002311,0.002311
235,8436.38,0.55924,0.39808,1.09913,0.02762,0.98646,0.97759,0.9856,0.86446,0.56085,0.35007,1.21979,0.01422,0.002278,0.002278,0.002278
236,8471.95,0.56302,0.39101,1.09337,0.03014,0.97449,0.97538,0.98185,0.85573,0.5751,0.36506,1.2323,0.01616,0.002245,0.002245,0.002245
237,8507.29,0.55677,0.38795,1.10609,0.02784,0.97413,0.9714,0.98496,0.86582,0.56381,0.358,1.20894,0.01539,0.002212,0.002212,0.002212
238,8542.71,0.55433,0.38875,1.09286,0.02843,0.97871,0.96632,0.98456,0.86355,0.55863,0.35166,1.19562,0.01634,0.002179,0.002179,0.002179
239,8578.15,0.54099,0.38434,1.08117,0.02616,0.98627,0.98207,0.9852,0.86322,0.56465,0.35275,1.21549,0.01667,0.002146,0.002146,0.002146
240,8613.15,0.54538,0.38835,1.07758,0.02691,0.97467,0.9781,0.98633,0.87008,0.56262,0.34833,1.21855,0.01545,0.002113,0.002113,0.002113
241,8648.72,0.54327,0.38174,1.09493,0.02807,0.97649,0.97336,0.98618,0.87222,0.56304,0.34937,1.2056,0.01473,0.00208,0.00208,0.00208
242,8683.95,0.54566,0.38463,1.0858,0.02568,0.97141,0.97785,0.98382,0.86587,0.56713,0.35056,1.19146,0.01602,0.002047,0.002047,0.002047
243,8720.56,0.54734,0.38827,1.08765,0.0292,0.98135,0.97962,0.98495,0.8657,0.56023,0.34658,1.18084,0.01671,0.002014,0.002014,0.002014
244,8756.33,0.54886,0.38259,1.09381,0.02833,0.98629,0.98175,0.98491,0.86099,0.56535,0.34627,1.20547,0.01643,0.001981,0.001981,0.001981
245,8791.55,0.5429,0.38282,1.07992,0.02673,0.98389,0.98148,0.98185,0.86339,0.5666,0.35616,1.22192,0.0176,0.001948,0.001948,0.001948
246,8827.34,0.55632,0.38996,1.08595,0.02678,0.98285,0.97855,0.98409,0.86758,0.56302,0.34742,1.20731,0.01865,0.001915,0.001915,0.001915
247,8862.82,0.54171,0.38119,1.0734,0.02584,0.98164,0.97818,0.98289,0.86449,0.56911,0.35507,1.21904,0.01977,0.001882,0.001882,0.001882
248,8898.11,0.54378,0.37425,1.0741,0.02601,0.98086,0.98009,0.98271,0.86736,0.57369,0.35782,1.22998,0.01812,0.001849,0.001849,0.001849
249,8933.13,0.54333,0.37488,1.09082,0.02802,0.97843,0.98248,0.98265,0.86536,0.56246,0.35585,1.22045,0.01674,0.001816,0.001816,0.001816
250,8968.79,0.54026,0.37331,1.08717,0.02682,0.98182,0.98188,0.98408,0.86492,0.57168,0.35767,1.24064,0.017,0.001783,0.001783,0.001783
251,9004.32,0.55354,0.38785,1.09624,0.02578,0.97688,0.96815,0.98205,0.86168,0.57606,0.3608,1.24917,0.01745,0.00175,0.00175,0.00175
252,9039.87,0.5296,0.37141,1.07566,0.02389,0.98067,0.97855,0.98365,0.87218,0.57237,0.3516,1.23647,0.01738,0.001717,0.001717,0.001717
253,9075.47,0.53928,0.37369,1.07443,0.02412,0.98573,0.98266,0.98495,0.86198,0.58131,0.35377,1.23549,0.01749,0.001684,0.001684,0.001684
254,9111.15,0.54879,0.37384,1.08496,0.02823,0.98477,0.98254,0.98523,0.86192,0.57631,0.34679,1.23056,0.01773,0.001651,0.001651,0.001651
255,9146.16,0.53144,0.37448,1.07117,0.02598,0.98559,0.98044,0.98469,0.86636,0.57008,0.35505,1.22638,0.01862,0.001618,0.001618,0.001618
256,9181.92,0.55643,0.38223,1.08786,0.02591,0.99023,0.97261,0.98449,0.86629,0.57487,0.34689,1.23728,0.01699,0.001585,0.001585,0.001585
257,9216.93,0.53275,0.37332,1.07214,0.02713,0.99037,0.97238,0.98477,0.86022,0.5671,0.34558,1.23486,0.01726,0.001552,0.001552,0.001552
258,9252.61,0.54422,0.38044,1.08448,0.02829,0.98767,0.97889,0.9853,0.86344,0.56569,0.34602,1.23728,0.0163,0.001519,0.001519,0.001519
259,9287.92,0.53543,0.37293,1.07238,0.02733,0.9918,0.97789,0.98388,0.86588,0.56926,0.35606,1.23423,0.01552,0.001486,0.001486,0.001486
260,9323.51,0.53461,0.36718,1.08368,0.02712,0.98689,0.97459,0.98553,0.87156,0.5689,0.35666,1.22529,0.01569,0.001453,0.001453,0.001453
261,9358.7,0.53031,0.37419,1.08076,0.02582,0.98568,0.98229,0.98508,0.85565,0.57285,0.35832,1.22479,0.01561,0.00142,0.00142,0.00142
262,9394.19,0.53386,0.37453,1.07733,0.0275,0.98593,0.98188,0.98296,0.86088,0.56875,0.35815,1.22166,0.01467,0.001387,0.001387,0.001387
263,9429.8,0.52779,0.37047,1.07782,0.02675,0.98506,0.97972,0.98392,0.86931,0.56512,0.34122,1.22983,0.01708,0.001354,0.001354,0.001354
264,9465.43,0.53904,0.37124,1.08145,0.02806,0.98507,0.98188,0.98536,0.86656,0.57069,0.34967,1.23543,0.01645,0.001321,0.001321,0.001321
265,9500.62,0.51949,0.36954,1.07284,0.02659,0.9857,0.98149,0.9854,0.87075,0.56416,0.34724,1.22605,0.01657,0.001288,0.001288,0.001288
266,9535.8,0.51687,0.36643,1.0546,0.02589,0.98653,0.9796,0.98512,0.87067,0.56151,0.35567,1.2233,0.01653,0.001255,0.001255,0.001255
267,9570.91,0.51574,0.36455,1.06099,0.02425,0.97529,0.98235,0.98513,0.87011,0.55996,0.34889,1.2203,0.01728,0.001222,0.001222,0.001222
268,9606.4,0.52311,0.37067,1.0867,0.02731,0.98733,0.9642,0.9844,0.86807,0.56216,0.34942,1.21869,0.01558,0.001189,0.001189,0.001189
269,9642.02,0.52383,0.36172,1.06668,0.02598,0.97678,0.98113,0.98512,0.86971,0.56346,0.34886,1.21695,0.01444,0.001156,0.001156,0.001156
270,9677.26,0.51517,0.3607,1.05381,0.02315,0.97744,0.97924,0.98325,0.86644,0.56979,0.34594,1.2166,0.01574,0.001123,0.001123,0.001123
271,9712.98,0.52691,0.37113,1.05942,0.02784,0.98706,0.97349,0.98407,0.86787,0.56422,0.35402,1.2179,0.01629,0.00109,0.00109,0.00109
272,9748.17,0.52761,0.36892,1.07647,0.02576,0.98608,0.97328,0.98439,0.86051,0.564,0.35148,1.22671,0.01668,0.001057,0.001057,0.001057
273,9783.61,0.51573,0.35432,1.05937,0.02392,0.98081,0.9757,0.9853,0.86045,0.56208,0.34714,1.21937,0.01568,0.001024,0.001024,0.001024
274,9819.23,0.52003,0.3578,1.06065,0.02455,0.97952,0.97808,0.98511,0.85876,0.56634,0.35142,1.22137,0.01537,0.000991,0.000991,0.000991
275,9854.5,0.53914,0.3704,1.07659,0.02831,0.97822,0.98095,0.98503,0.86007,0.56738,0.34728,1.22734,0.01625,0.000958,0.000958,0.000958
276,9889.96,0.5286,0.37159,1.06521,0.02685,0.98146,0.97427,0.98502,0.85971,0.56536,0.34861,1.2249,0.01647,0.000925,0.000925,0.000925
277,9925.52,0.52372,0.36826,1.06407,0.02598,0.98674,0.98163,0.98521,0.86063,0.56791,0.34576,1.22784,0.01468,0.000892,0.000892,0.000892
278,9960.96,0.52113,0.37061,1.07363,0.02494,0.98654,0.9803,0.9857,0.86566,0.5644,0.35021,1.23,0.01428,0.000859,0.000859,0.000859
279,9996.46,0.53389,0.36669,1.08102,0.02501,0.98723,0.97901,0.98563,0.86376,0.57179,0.35225,1.22993,0.01425,0.000826,0.000826,0.000826
280,10032,0.51821,0.35771,1.07024,0.02564,0.97662,0.98034,0.98563,0.86533,0.56819,0.34858,1.23278,0.01529,0.000793,0.000793,0.000793
281,10067.4,0.51361,0.3631,1.05444,0.02325,0.98601,0.97877,0.98511,0.86086,0.57285,0.3555,1.22625,0.01571,0.00076,0.00076,0.00076
282,10102.4,0.52048,0.3625,1.0655,0.02587,0.97982,0.98126,0.98533,0.86126,0.56358,0.34764,1.22001,0.01656,0.000727,0.000727,0.000727
283,10137.9,0.52256,0.36545,1.05394,0.0242,0.98608,0.98152,0.98562,0.86337,0.56453,0.34488,1.21915,0.01704,0.000694,0.000694,0.000694
284,10173.3,0.51331,0.36217,1.0574,0.025,0.9759,0.9808,0.98539,0.86962,0.56513,0.34297,1.22433,0.01586,0.000661,0.000661,0.000661
285,10208.8,0.51688,0.36048,1.06164,0.02593,0.98306,0.98083,0.98554,0.86909,0.56655,0.34846,1.22514,0.01587,0.000628,0.000628,0.000628
286,10244.6,0.51285,0.35214,1.05847,0.02648,0.98162,0.97991,0.98581,0.86552,0.5686,0.34159,1.22399,0.01558,0.000595,0.000595,0.000595
287,10280.4,0.52534,0.36527,1.07346,0.02699,0.98669,0.98077,0.98567,0.86464,0.56602,0.3478,1.23196,0.01485,0.000562,0.000562,0.000562
288,10316,0.50512,0.35156,1.05181,0.02443,0.98131,0.97669,0.98563,0.86559,0.5653,0.34577,1.23623,0.01457,0.000529,0.000529,0.000529
289,10351.5,0.51118,0.36426,1.06649,0.02208,0.97929,0.97734,0.98533,0.86081,0.56774,0.34769,1.2316,0.01515,0.000496,0.000496,0.000496
290,10386.5,0.51796,0.35969,1.05218,0.02673,0.97911,0.9776,0.98539,0.86076,0.56459,0.34455,1.22814,0.01628,0.000463,0.000463,0.000463
291,10419.8,0.40102,0.28251,0.99248,0.01168,0.97917,0.97139,0.98507,0.87141,0.56217,0.34591,1.22926,0.01622,0.00043,0.00043,0.00043
292,10452.4,0.38588,0.27661,0.97001,0.01009,0.96117,0.96866,0.98513,0.86859,0.56159,0.35349,1.23179,0.01549,0.000397,0.000397,0.000397
293,10484.4,0.38914,0.27373,0.96779,0.01036,0.97067,0.97004,0.98521,0.85984,0.56074,0.35401,1.23114,0.01577,0.000364,0.000364,0.000364
294,10517.4,0.39149,0.2772,0.96964,0.011,0.97419,0.97112,0.98531,0.85978,0.56515,0.35465,1.23495,0.01635,0.000331,0.000331,0.000331
295,10550.8,0.38915,0.27182,0.96671,0.00794,0.97787,0.9711,0.98527,0.86063,0.56738,0.3545,1.22911,0.01716,0.000298,0.000298,0.000298
296,10583.2,0.38933,0.27252,0.97243,0.00925,0.97692,0.97118,0.98528,0.86366,0.5626,0.35059,1.23007,0.01677,0.000265,0.000265,0.000265
297,10616.3,0.37716,0.26168,0.96681,0.00931,0.97483,0.96909,0.98537,0.86253,0.55971,0.35004,1.22666,0.01586,0.000232,0.000232,0.000232
298,10648.7,0.3728,0.26544,0.96287,0.00814,0.97521,0.96955,0.98533,0.86073,0.55617,0.34901,1.22151,0.0145,0.000199,0.000199,0.000199
299,10681,0.38118,0.26315,0.96465,0.00824,0.96764,0.97631,0.98531,0.86314,0.55595,0.34757,1.22193,0.01432,0.000166,0.000166,0.000166
300,10713.4,0.3783,0.26482,0.972,0.00917,0.97689,0.97019,0.98545,0.86249,0.55685,0.3487,1.21975,0.01411,0.000133,0.000133,0.000133
