epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
48,2337.13,1.31714,1.08648,2.08931,0.1352,0.81369,0.90007,0.94265,0.63365,1.15594,1.12698,1.94793,0.11121,0.005347,0.005347,0.005347
49,2383.94,1.27604,1.05563,2.03781,0.12842,0.85896,0.92595,0.94425,0.63401,1.14211,1.00964,1.9273,0.0965,0.005248,0.005248,0.005248
50,2433.61,1.27898,1.05414,2.04391,0.12515,0.85405,0.92203,0.95344,0.63673,1.13293,1.09609,1.9074,0.09722,0.005149,0.005149,0.005149
51,2483.43,1.2483,1.02028,2.03085,0.13064,0.83892,0.93185,0.93103,0.62223,1.16127,0.9711,1.88801,0.11695,0.00505,0.00505,0.00505
52,2533.36,1.28826,1.05051,2.05246,0.1281,0.88839,0.91119,0.95297,0.65499,1.12694,0.99081,1.89366,0.10204,0.004951,0.004951,0.004951
53,2584.1,1.30185,1.03674,2.08861,0.1329,0.8923,0.90723,0.94942,0.64097,1.18243,1.02084,1.9858,0.10011,0.004852,0.004852,0.004852
54,2633.71,1.28007,1.02447,2.04968,0.13582,0.78972,0.8751,0.92106,0.61312,1.15591,1.27732,1.92585,0.09893,0.004753,0.004753,0.004753
55,2683.77,1.28288,1.03819,2.0324,0.12462,0.89857,0.91993,0.95752,0.65085,1.11908,0.88557,1.89852,0.10255,0.004654,0.004654,0.004654
56,2733.39,1.26844,1.01439,2.0255,0.12913,0.83991,0.91694,0.95561,0.65372,1.12775,0.93373,1.86571,0.10184,0.004555,0.004555,0.004555
57,2783.13,1.27353,1.02888,2.03884,0.13665,0.92274,0.89096,0.95925,0.63674,1.10484,1.02857,1.86827,0.1101,0.004456,0.004456,0.004456
58,2830.88,1.21873,0.97016,1.99268,0.1136,0.88727,0.94526,0.95912,0.66068,1.11394,0.8976,1.83842,0.09736,0.004357,0.004357,0.004357
59,2876.36,1.24156,0.99345,1.98048,0.13388,0.91557,0.92188,0.9542,0.67636,1.08202,0.94741,1.81415,0.10466,0.004258,0.004258,0.004258
60,2922.28,1.21855,0.97099,2.01783,0.12161,0.88858,0.92137,0.9533,0.66237,1.08551,0.90921,1.82884,0.0915,0.004159,0.004159,0.004159
61,2968.37,1.24592,0.9921,2.0038,0.12735,0.90144,0.93191,0.96352,0.66733,1.09806,0.90333,1.84349,0.09383,0.00406,0.00406,0.00406
62,3014.79,1.19291,0.97428,1.95733,0.12123,0.88009,0.91072,0.96229,0.66511,1.0805,0.94759,1.8508,0.08615,0.003961,0.003961,0.003961
63,3060.46,1.18271,0.93181,1.94101,0.11513,0.87928,0.93654,0.96806,0.6839,1.06823,0.84246,1.81306,0.09782,0.003862,0.003862,0.003862
64,3106.5,1.21302,0.96291,1.99279,0.12871,0.89463,0.92378,0.9674,0.68922,1.0467,0.85807,1.80051,0.07755,0.003763,0.003763,0.003763
65,3152.93,1.19706,0.96963,1.95494,0.12188,0.91285,0.93267,0.96577,0.69895,1.04441,0.85407,1.79898,0.07937,0.003664,0.003664,0.003664
66,3199.59,1.18418,0.92633,1.92703,0.11906,0.90374,0.92743,0.97025,0.68841,1.04977,0.84615,1.78955,0.11198,0.003565,0.003565,0.003565
67,3244.21,1.17461,0.92685,1.94046,0.11758,0.9258,0.89895,0.96035,0.69679,1.04117,0.822,1.78814,0.0815,0.003466,0.003466,0.003466
68,3288.01,1.15245,0.92059,1.9267,0.11837,0.93214,0.86683,0.97018,0.7052,1.04682,0.81641,1.79343,0.07666,0.003367,0.003367,0.003367
69,3333.36,1.19996,0.93809,1.95322,0.12102,0.92444,0.92338,0.9771,0.70445,1.04061,0.81601,1.79496,0.07925,0.003268,0.003268,0.003268
70,3378.62,1.16789,0.92965,1.91475,0.11707,0.85906,0.95195,0.97698,0.7064,1.04301,0.81561,1.79841,0.08302,0.003169,0.003169,0.003169
71,3425.57,1.13542,0.87891,1.87734,0.1126,0.8952,0.95511,0.9765,0.71646,1.01701,0.85328,1.76125,0.08939,0.00307,0.00307,0.00307
72,3469.52,1.15895,0.87654,1.91738,0.10939,0.92514,0.94273,0.97057,0.72826,1.01894,0.8256,1.75506,0.08317,0.002971,0.002971,0.002971
73,3514.79,1.1276,0.86371,1.91136,0.10682,0.88705,0.92974,0.9738,0.71515,0.99604,0.8922,1.75264,0.0774,0.002872,0.002872,0.002872
74,3557.4,1.14192,0.87828,1.89048,0.11201,0.90443,0.94542,0.9699,0.70869,1.01254,0.79973,1.75528,0.07668,0.002773,0.002773,0.002773
75,3599.23,1.13912,0.90923,1.87562,0.11444,0.93049,0.947,0.97207,0.71631,1.01231,0.80254,1.73787,0.07944,0.002674,0.002674,0.002674
76,3642.13,1.10834,0.86981,1.84495,0.10215,0.93467,0.94463,0.97365,0.70944,0.9981,0.76923,1.7331,0.08099,0.002575,0.002575,0.002575
77,3684.52,1.13172,0.86339,1.85259,0.10573,0.93239,0.93714,0.97089,0.7027,1.00197,0.78361,1.72109,0.08231,0.002476,0.002476,0.002476
78,3726.73,1.12441,0.87094,1.85428,0.10754,0.89937,0.93347,0.97779,0.72325,0.96734,0.87105,1.70112,0.0656,0.002377,0.002377,0.002377
79,3769.01,1.10704,0.87002,1.85485,0.10952,0.9153,0.93339,0.9767,0.69948,0.98432,0.85981,1.7177,0.07533,0.002278,0.002278,0.002278
80,3811.79,1.11562,0.86204,1.83469,0.10484,0.90706,0.9409,0.97474,0.73513,0.97548,0.78106,1.70803,0.07541,0.002179,0.002179,0.002179
81,3854.46,1.11323,0.86821,1.84102,0.10631,0.90836,0.93977,0.97616,0.72293,0.97928,0.78195,1.71599,0.06982,0.00208,0.00208,0.00208
82,3896.56,1.09745,0.84767,1.84068,0.10514,0.93246,0.92806,0.97446,0.71951,0.98178,0.76973,1.70179,0.06551,0.001981,0.001981,0.001981
83,3939,1.11614,0.87076,1.86309,0.10863,0.9348,0.94301,0.97837,0.7315,0.9639,0.74872,1.68303,0.06815,0.001882,0.001882,0.001882
84,3981.18,1.08188,0.83313,1.80921,0.10417,0.92916,0.93594,0.97224,0.72471,0.9675,0.7539,1.705,0.07939,0.001783,0.001783,0.001783
85,4023.54,1.12323,0.86153,1.84909,0.10668,0.93779,0.92779,0.97954,0.74035,0.96316,0.7822,1.6952,0.06714,0.001684,0.001684,0.001684
86,4065.62,1.09039,0.8465,1.86985,0.10798,0.92878,0.9432,0.97904,0.7293,0.95196,0.7588,1.70129,0.06275,0.001585,0.001585,0.001585
87,4108.08,1.07726,0.83571,1.81008,0.09815,0.93591,0.94381,0.97912,0.73223,0.96492,0.74696,1.70116,0.06291,0.001486,0.001486,0.001486
88,4151.01,1.09101,0.82297,1.82121,0.0971,0.9381,0.94965,0.98049,0.73052,0.9617,0.7326,1.68622,0.07752,0.001387,0.001387,0.001387
89,4195.6,1.05996,0.80905,1.79696,0.10155,0.92835,0.93075,0.97921,0.74263,0.94442,0.76554,1.67586,0.06954,0.001288,0.001288,0.001288
90,4239.36,1.04659,0.79418,1.78038,0.09321,0.91363,0.94911,0.97753,0.73833,0.955,0.74069,1.68658,0.06548,0.001189,0.001189,0.001189
91,4281.15,1.00072,0.74448,1.65397,0.07584,0.92334,0.94192,0.97501,0.73181,0.97882,0.75462,1.7167,0.06967,0.00109,0.00109,0.00109
92,4323.12,0.99452,0.71652,1.63929,0.07269,0.94495,0.93024,0.97402,0.73608,0.95366,0.70865,1.67942,0.0759,0.000991,0.000991,0.000991
93,4366.8,0.96099,0.68081,1.59479,0.07319,0.93548,0.92896,0.97863,0.72525,0.95818,0.72868,1.69589,0.06556,0.000892,0.000892,0.000892
94,4412.04,0.95816,0.67361,1.60903,0.07028,0.9116,0.94414,0.97371,0.73653,0.9463,0.69952,1.67539,0.06926,0.000793,0.000793,0.000793
95,4455.98,0.95823,0.66911,1.6092,0.07015,0.92175,0.93493,0.97547,0.74087,0.93457,0.71261,1.64545,0.06888,0.000694,0.000694,0.000694
96,4499.54,0.94019,0.65728,1.5817,0.06811,0.93015,0.94153,0.9798,0.74455,0.9285,0.68839,1.64542,0.06497,0.000595,0.000595,0.000595
97,4543.42,0.93045,0.65019,1.58099,0.0675,0.9315,0.94859,0.97929,0.74837,0.92812,0.697,1.6539,0.06074,0.000496,0.000496,0.000496
98,4586.92,0.93512,0.64945,1.58287,0.06599,0.93534,0.92982,0.97804,0.74558,0.9305,0.6839,1.6603,0.06092,0.000397,0.000397,0.000397
99,4630.67,0.93973,0.64727,1.56782,0.065,0.94071,0.94263,0.97936,0.75334,0.91874,0.66415,1.65136,0.06186,0.000298,0.000298,0.000298
100,4674.46,0.92328,0.63338,1.57267,0.06232,0.94918,0.93237,0.97737,0.7563,0.91245,0.66667,1.63199,0.06192,0.000199,0.000199,0.000199
